"Inbound No","STO No","ASN No","Inbound Location","PO No","GRN No","Created Date","GRN Date","Material Received Date","GRN Value","Inbound Type","Invoice No","Vendor Code","SKU Code","SKU Name","Lot Code","Transporter Name","Tracking No","Lot MRP","Lot Expiry","Bin Location","Unit Price","MRP","Recieved Qty","Expected Qty","Lottable 03","Lottable 04","Lottable 05","Lottable 06","Lottable 07","Vendor SKU Code","Brand","Damage Qty","Putaway Done","GRN Value Without Tax","GRN Value With Tax","IgpCode ","INBD_COST","Open Qty","Status","TaxGrpCode","LineTaxamount","External PO Code","Userid","Cust Ret No"
"SDL000001141","","","Scootsy SDL Delhivery","SDL1526","SDL000001113","28/03/2022 06:41 PM","28/03/2022 06:47 PM","28/03/2022 06:47 PM","49827.60","With PO","ROHINV2122/6756","1N60001593 - EVEREADY INDUSTRIES INDIA LTD - GURGAON","14019","EVEREADY RECHARGEABLE BATTERY AA PACK OF 2","SDL000005876","","","170","01/12/2023 12:00 AM","STAGING","103.59500","170.00000","25.000","50.000","","","","","","14019","Default","0.000","No","2589.88","3315.04","SDL000001137","103.59500","0.000","Confirmed","5006","725.16","PGN1644","Inbound3",""
"SDL000001141","","","Scootsy SDL Delhivery","SDL1526","SDL000001113","28/03/2022 06:41 PM","28/03/2022 06:47 PM","28/03/2022 06:47 PM","49827.60","With PO","ROHINV2122/6756","1N60001593 - EVEREADY INDUSTRIES INDIA LTD - GURGAON","14022","EVEREADY RECHARGEABLE TORCH DL84 0.5W LED 1 PC","SDL000005868","","","165","01/11/2023 12:00 AM","STAGING","111.86400","165.00000","40.000","60.000","","","","","","14022","Default","0.000","No","4474.56","5279.98","SDL000001137","111.86400","0.000","Confirmed","5005","805.42","PGN1644","Inbound3",""
"SDL000001141","","","Scootsy SDL Delhivery","SDL1526","SDL000001113","28/03/2022 06:41 PM","28/03/2022 06:47 PM","28/03/2022 06:47 PM","49827.60","With PO","ROHINV2122/6756","1N60001593 - EVEREADY INDUSTRIES INDIA LTD - GURGAON","2746","EVEREADY 1015 AA CARBON ZINC BATTERY PACK OF 4PCS","SDL000005859","","","62","01/02/2024 12:00 AM","STAGING","39.41800","62.00000","200.000","400.000","","","","","","2746","Top 400-800","0.000","No","7120.00","8401.60","SDL000001137","35.60000","0.000","Confirmed","5005","1281.60","PGN1644","Inbound3",""
"SDL000001141","","","Scootsy SDL Delhivery","SDL1526","SDL000001113","28/03/2022 06:41 PM","28/03/2022 06:47 PM","28/03/2022 06:47 PM","49827.60","With PO","ROHINV2122/6756","1N60001593 - EVEREADY INDUSTRIES INDIA LTD - GURGAON","14019","EVEREADY RECHARGEABLE BATTERY AA PACK OF 2","SDL000005875","","","170","01/10/2023 12:00 AM","STAGING","103.59500","170.00000","25.000","50.000","","","","","","14019","Default","0.000","No","2589.88","3315.04","SDL000001137","103.59500","0.000","Confirmed","5006","725.16","PGN1644","Inbound3",""
"SDL000001141","","","Scootsy SDL Delhivery","SDL1526","SDL000001113","28/03/2022 06:41 PM","28/03/2022 06:47 PM","28/03/2022 06:47 PM","49827.60","With PO","ROHINV2122/6756","1N60001593 - EVEREADY INDUSTRIES INDIA LTD - GURGAON","14021","EVEREADY LED BULB 5W 1 PC","SDL000005871","","","135","01/02/2024 12:00 AM","STAGING","61.47300","135.00000","50.000","50.000","","","","","","14021","Default","0.000","No","3073.65","3442.49","SDL000001137","61.47300","0.000","Confirmed","5004","368.84","PGN1644","Inbound3",""
"SDL000001140","","","Scootsy SDL Delhivery","SDL1463","SDL000001115","28/03/2022 06:30 PM","28/03/2022 07:45 PM","28/03/2022 12:00 AM","45892.00","With PO","GST21223446","1N60003667 - RAHUL ASSOCIATES","5299","KETTLE STUDIO BANANA CHIPS PEPPER & VINEGAR 150 G","SDL000005866","","","99","13/09/2023 12:00 AM","PR-DAMAGE","62.50000","99.00000","5.000","96.000","","","","","","5299","Default","0.000","No","312.50","350.00","SDL000001135","62.50000","","Confirmed","5004","37.50","PGN1534","Inbound3",""
"SDL000001140","","","Scootsy SDL Delhivery","SDL1463","SDL000001115","28/03/2022 06:30 PM","28/03/2022 07:45 PM","28/03/2022 12:00 AM","45892.00","With PO","GST21223446","1N60003667 - RAHUL ASSOCIATES","16023","KETTLE STUDIO CARAMELIZED ONION & BALSAMIC VINEGAR 47 GM","SDL000005884","","","40","05/02/2023 12:00 AM","PR-DAMAGE","26.78700","40.00000","1.000","70.000","","","","","","16023","Default","0.000","No","25.10","28.11","SDL000001135","25.10000","","Confirmed","5004","3.01","PGN1534","Inbound1",""
"SDL000001140","","","Scootsy SDL Delhivery","SDL1463","SDL000001115","28/03/2022 06:30 PM","28/03/2022 07:45 PM","28/03/2022 12:00 AM","45892.00","With PO","GST21223446","1N60003667 - RAHUL ASSOCIATES","14558","KETTLE STUDIO CORN SALTED CARAMEL CANISTER 125 GM","SDL000005860","","","125","02/12/2022 12:00 AM","STAGING","79.66100","125.00000","48.000","48.000","","","","","","14558","Default","0.000","No","3753.60","4429.25","SDL000001135","78.20000","","Confirmed","5005","675.65","PGN1534","Inbound1",""
"SDL000001140","","","Scootsy SDL Delhivery","SDL1463","SDL000001115","28/03/2022 06:30 PM","28/03/2022 07:45 PM","28/03/2022 12:00 AM","45892.00","With PO","GST21223446","1N60003667 - RAHUL ASSOCIATES","14553","KETTLE STUDIO CRUSHED PEPRIKA WITH EXOTIC SPICES 125 GM","SDL000005878","","","99","24/02/2023 12:00 AM","PR-DAMAGE","66.96400","99.00000","1.000","72.000","","","","","","14553","Default","0.000","No","66.96","75.00","SDL000001135","66.96000","","Confirmed","5004","8.04","PGN1534","Inbound1",""
"SDL000001140","","","Scootsy SDL Delhivery","SDL1463","SDL000001115","28/03/2022 06:30 PM","28/03/2022 07:45 PM","28/03/2022 12:00 AM","45892.00","With PO","GST21223446","1N60003667 - RAHUL ASSOCIATES","3892","KETTLE STUDIO ROCK SEA SALT & ENGLISH VINEGAR 125G POUCH","SDL000003361","","","99","06/02/2023 12:00 AM","STAGING","66.96400","99.00000","68.000","80.000","","","","","","3892","Default","0.000","No","4553.28","5099.67","SDL000001135","66.96000","","Confirmed","5004","546.39","PGN1534","Inbound1",""
"SDL000001140","","","Scootsy SDL Delhivery","SDL1463","SDL000001115","28/03/2022 06:30 PM","28/03/2022 07:45 PM","28/03/2022 12:00 AM","45892.00","With PO","GST21223446","1N60003667 - RAHUL ASSOCIATES","3892","KETTLE STUDIO ROCK SEA SALT & ENGLISH VINEGAR 125G POUCH","SDL000003361","","","99","06/02/2023 12:00 AM","PR-DAMAGE","66.96400","99.00000","3.000","80.000","","","","","","3892","Default","0.000","No","200.88","224.99","SDL000001135","66.96000","","Confirmed","5004","24.11","PGN1534","Inbound1",""
"SDL000001140","","","Scootsy SDL Delhivery","SDL1463","SDL000001115","28/03/2022 06:30 PM","28/03/2022 07:45 PM","28/03/2022 12:00 AM","45892.00","With PO","GST21223446","1N60003667 - RAHUL ASSOCIATES","16020","KETTLE STUDIO ROCK SEA SALT & ENGLISH VINEGAR POTATO CHIPS 56 GM","SDL000005882","","","40","24/01/2023 12:00 AM","STAGING","26.78700","40.00000","68.000","70.000","","","","","","16020","Default","0.000","No","1768.00","1980.16","SDL000001135","26.00000","","Confirmed","5004","212.16","PGN1534","Inbound1",""
"SDL000001140","","","Scootsy SDL Delhivery","SDL1463","SDL000001115","28/03/2022 06:30 PM","28/03/2022 07:45 PM","28/03/2022 12:00 AM","45892.00","With PO","GST21223446","1N60003667 - RAHUL ASSOCIATES","5299","KETTLE STUDIO BANANA CHIPS PEPPER & VINEGAR 150 G","SDL000005866","","","99","13/09/2023 12:00 AM","STAGING","62.50000","99.00000","91.000","96.000","","","","","","5299","Default","0.000","No","5687.50","6370.00","SDL000001135","62.50000","","Confirmed","5004","682.50","PGN1534","Inbound3",""
"SDL000001140","","","Scootsy SDL Delhivery","SDL1463","SDL000001115","28/03/2022 06:30 PM","28/03/2022 07:45 PM","28/03/2022 12:00 AM","45892.00","With PO","GST21223446","1N60003667 - RAHUL ASSOCIATES","16023","KETTLE STUDIO CARAMELIZED ONION & BALSAMIC VINEGAR 47 GM","SDL000005884","","","40","05/02/2023 12:00 AM","STAGING","26.78700","40.00000","22.000","70.000","","","","","","16023","Default","0.000","No","552.20","618.46","SDL000001135","25.10000","","Confirmed","5004","66.26","PGN1534","Inbound1",""
"SDL000001140","","","Scootsy SDL Delhivery","SDL1463","SDL000001115","28/03/2022 06:30 PM","28/03/2022 07:45 PM","28/03/2022 12:00 AM","45892.00","With PO","GST21223446","1N60003667 - RAHUL ASSOCIATES","14553","KETTLE STUDIO CRUSHED PEPRIKA WITH EXOTIC SPICES 125 GM","SDL000005878","","","99","24/02/2023 12:00 AM","STAGING","66.96400","99.00000","71.000","72.000","","","","","","14553","Default","0.000","No","4754.16","5324.66","SDL000001135","66.96000","","Confirmed","5004","570.50","PGN1534","Inbound1",""
"SDL000001140","","","Scootsy SDL Delhivery","SDL1463","SDL000001115","28/03/2022 06:30 PM","28/03/2022 07:45 PM","28/03/2022 12:00 AM","45892.00","With PO","GST21223446","1N60003667 - RAHUL ASSOCIATES","2427","KETTLE STUDIO MATURE CHEDDAR & RED ONIONS 125G POUCH","SDL000005862","","","99","12/09/2023 12:00 AM","STAGING","66.96400","99.00000","72.000","80.000","","","","","","2427","Default","0.000","No","4608.00","5160.96","SDL000001135","64.00000","","Confirmed","5004","552.96","PGN1534","Inbound1",""
"SDL000001140","","","Scootsy SDL Delhivery","SDL1463","SDL000001115","28/03/2022 06:30 PM","28/03/2022 07:45 PM","28/03/2022 12:00 AM","45892.00","With PO","GST21223446","1N60003667 - RAHUL ASSOCIATES","16021","KETTLE STUDIO CRUSHED PEPRIKA WITH EXOTIC SPICES 56 GM","SDL000005880","","","40","25/02/2023 12:00 AM","STAGING","26.78700","40.00000","70.000","70.000","","","","","","16021","Default","0.000","No","1834.00","2054.08","SDL000001135","26.20000","","Confirmed","5004","220.08","PGN1534","Inbound1",""
"SDL000001140","","","Scootsy SDL Delhivery","SDL1463","SDL000001115","28/03/2022 06:30 PM","28/03/2022 07:45 PM","28/03/2022 12:00 AM","45892.00","With PO","GST21223446","1N60003667 - RAHUL ASSOCIATES","5299","KETTLE STUDIO BANANA CHIPS PEPPER & VINEGAR 150 G","SDL000005866","","","99","13/09/2023 12:00 AM","STAGING","62.50000","99.00000","0.000","96.000","","","","","","5299","Default","0.000","No","0.00","0.00","SDL000001135","62.50000","","Cancelled","5004","0.00","PGN1534","Inbound3",""
"SDL000001140","","","Scootsy SDL Delhivery","SDL1463","SDL000001115","28/03/2022 06:30 PM","28/03/2022 07:45 PM","28/03/2022 12:00 AM","45892.00","With PO","GST21223446","1N60003667 - RAHUL ASSOCIATES","16023","KETTLE STUDIO CARAMELIZED ONION & BALSAMIC VINEGAR 47 GM","SDL000005883","","","40","19/01/2023 12:00 AM","STAGING","26.78700","40.00000","47.000","70.000","","","","","","16023","Default","0.000","No","1179.70","1321.26","SDL000001135","25.10000","","Confirmed","5004","141.56","PGN1534","Inbound1",""
"SDL000001140","","","Scootsy SDL Delhivery","SDL1463","SDL000001115","28/03/2022 06:30 PM","28/03/2022 07:45 PM","28/03/2022 12:00 AM","45892.00","With PO","GST21223446","1N60003667 - RAHUL ASSOCIATES","2428","KETTLE STUDIO POTATO CHIPS - SHARP JALAPENO & CHEESE CREAM 125G POUCH","SDL000005877","","","99","23/02/2023 12:00 AM","PR-DAMAGE","62.50000","99.00000","1.000","80.000","","","","","","2428","Default","0.000","No","61.00","68.32","SDL000001135","61.00000","","Confirmed","5004","7.32","PGN1534","Inbound1",""
"SDL000001140","","","Scootsy SDL Delhivery","SDL1463","SDL000001115","28/03/2022 06:30 PM","28/03/2022 07:45 PM","28/03/2022 12:00 AM","45892.00","With PO","GST21223446","1N60003667 - RAHUL ASSOCIATES","14557","KETTLE STUDIO MOROCCAN SPICES WITH SWEET TOMATO 47 GM","SDL000005861","","","40","09/09/2023 12:00 AM","PR-DAMAGE","26.78700","40.00000","2.000","80.000","","","","","","14557","Default","0.000","No","52.40","58.69","SDL000001135","26.20000","","Confirmed","5004","6.29","PGN1534","Inbound1",""
"SDL000001140","","","Scootsy SDL Delhivery","SDL1463","SDL000001115","28/03/2022 06:30 PM","28/03/2022 07:45 PM","28/03/2022 12:00 AM","45892.00","With PO","GST21223446","1N60003667 - RAHUL ASSOCIATES","14552","KETTLE STUDIO HIMALAYAN PINK SALT 125 GM","SDL000005879","","","99","31/01/2023 12:00 AM","PR-DAMAGE","66.96400","99.00000","1.000","48.000","","","","","","14552","Default","0.000","No","65.00","72.80","SDL000001135","65.00000","","Confirmed","5004","7.80","PGN1534","Inbound1",""
"SDL000001140","","","Scootsy SDL Delhivery","SDL1463","SDL000001115","28/03/2022 06:30 PM","28/03/2022 07:45 PM","28/03/2022 12:00 AM","45892.00","With PO","GST21223446","1N60003667 - RAHUL ASSOCIATES","16020","KETTLE STUDIO ROCK SEA SALT & ENGLISH VINEGAR POTATO CHIPS 56 GM","SDL000005882","","","40","24/01/2023 12:00 AM","PR-DAMAGE","26.78700","40.00000","2.000","70.000","","","","","","16020","Default","0.000","No","52.00","58.24","SDL000001135","26.00000","","Confirmed","5004","6.24","PGN1534","Inbound1",""
"SDL000001140","","","Scootsy SDL Delhivery","SDL1463","SDL000001115","28/03/2022 06:30 PM","28/03/2022 07:45 PM","28/03/2022 12:00 AM","45892.00","With PO","GST21223446","1N60003667 - RAHUL ASSOCIATES","2428","KETTLE STUDIO POTATO CHIPS - SHARP JALAPENO & CHEESE CREAM 125G POUCH","SDL000005877","","","99","23/02/2023 12:00 AM","STAGING","62.50000","99.00000","71.000","80.000","","","","","","2428","Default","0.000","No","4331.00","4850.72","SDL000001135","61.00000","","Confirmed","5004","519.72","PGN1534","Inbound1",""
"SDL000001140","","","Scootsy SDL Delhivery","SDL1463","SDL000001115","28/03/2022 06:30 PM","28/03/2022 07:45 PM","28/03/2022 12:00 AM","45892.00","With PO","GST21223446","1N60003667 - RAHUL ASSOCIATES","3328","KETTLE STUDIO-MATURE CHEDDAR & RED ONIONS 47 GM","SDL000005886","","","40","12/02/2023 12:00 AM","STAGING","22.32100","40.00000","70.000","70.000","","","","","","3328","Default","0.000","No","1750.00","1960.00","SDL000001135","25.00000","0.000","Confirmed","5004","210.00","PGN1534","Inbound1",""
"SDL000001140","","","Scootsy SDL Delhivery","SDL1463","SDL000001115","28/03/2022 06:30 PM","28/03/2022 07:45 PM","28/03/2022 12:00 AM","45892.00","With PO","GST21223446","1N60003667 - RAHUL ASSOCIATES","14557","KETTLE STUDIO MOROCCAN SPICES WITH SWEET TOMATO 47 GM","SDL000005861","","","40","09/09/2023 12:00 AM","STAGING","26.78700","40.00000","78.000","80.000","","","","","","14557","Default","0.000","No","2043.60","2288.83","SDL000001135","26.20000","","Confirmed","5004","245.23","PGN1534","Inbound1",""
"SDL000001140","","","Scootsy SDL Delhivery","SDL1463","SDL000001115","28/03/2022 06:30 PM","28/03/2022 07:45 PM","28/03/2022 12:00 AM","45892.00","With PO","GST21223446","1N60003667 - RAHUL ASSOCIATES","14552","KETTLE STUDIO HIMALAYAN PINK SALT 125 GM","SDL000005879","","","99","31/01/2023 12:00 AM","STAGING","66.96400","99.00000","47.000","48.000","","","","","","14552","Default","0.000","No","3055.00","3421.60","SDL000001135","65.00000","","Confirmed","5004","366.60","PGN1534","Inbound1",""
"SDL000001140","","","Scootsy SDL Delhivery","SDL1463","SDL000001115","28/03/2022 06:30 PM","28/03/2022 07:45 PM","28/03/2022 12:00 AM","45892.00","With PO","GST21223446","1N60003667 - RAHUL ASSOCIATES","3892","KETTLE STUDIO ROCK SEA SALT & ENGLISH VINEGAR 125G POUCH","SDL000003361","","","99","06/02/2023 12:00 AM","PR-SHORT","66.96400","99.00000","1.000","80.000","","","","","","3892","Default","0.000","No","66.96","75.00","SDL000001135","66.96000","","Confirmed","5004","8.04","PGN1534","Inbound1",""
"SDL000001139","","","Scootsy SDL Delhivery","SDL1296","SDL000001112","28/03/2022 06:28 PM","28/03/2022 06:33 PM","28/03/2022 06:33 PM","25204.80","With PO","ROHINV2122/6755","1N60001593 - EVEREADY INDUSTRIES INDIA LTD - GURGAON","2746","EVEREADY 1015 AA CARBON ZINC BATTERY PACK OF 4PCS","SDL000005859","","","62","01/02/2024 12:00 AM","STAGING","39.41800","62.00000","400.000","400.000","","","","","","2746","Top 400-800","0.000","No","14240.00","16803.20","SDL000001136","35.60000","0.000","Confirmed","5005","2563.20","PGN1367","Inbound3",""
"SDL000001139","","","Scootsy SDL Delhivery","SDL1296","SDL000001112","28/03/2022 06:28 PM","28/03/2022 06:33 PM","28/03/2022 06:33 PM","25204.80","With PO","ROHINV2122/6755","1N60001593 - EVEREADY INDUSTRIES INDIA LTD - GURGAON","2747","EVEREADY 1012 AAA CARBON ZINC BATTERY 4PCS","SDL000005858","","","62","01/02/2024 12:00 AM","STAGING","39.41800","62.00000","200.000","200.000","","","","","","2747","Top 800-1200","0.000","No","7120.00","8401.60","SDL000001136","35.60000","0.000","Confirmed","5005","1281.60","PGN1367","Inbound3",""
"SDL000001138","","","Scootsy SDL Delhivery","SDL1457","SDL000001111","28/03/2022 05:31 PM","28/03/2022 06:16 PM","28/03/2022 06:16 PM","55335.54","With PO","PSFT/21-22/3669","1N60000298 - PRABHU & SONS FOODS TRADERS LLP-GURGAON","8585","TOO YUMM! VEGGIE STIX - CHILLI CHATAKA 75GM","SDL000004302","","","35","12/08/2022 12:00 AM","PR-DAMAGE","24.10700","35.00000","1.000","108.000","","","","","","8585","Default","0.000","No","24.06","26.94","SDL000001129","24.06000","0.000","Confirmed","5004","2.88","PGN1528","Inbound3",""
"SDL000001138","","","Scootsy SDL Delhivery","SDL1457","SDL000001111","28/03/2022 05:31 PM","28/03/2022 06:16 PM","28/03/2022 06:16 PM","55335.54","With PO","PSFT/21-22/3669","1N60000298 - PRABHU & SONS FOODS TRADERS LLP-GURGAON","5462","TOO YUMM VS CHILLI CHATAKA 50GM","SDL000002760","","","20","12/08/2022 12:00 AM","STAGING","14.28700","20.00000","558.000","560.000","","","","","","5462","Top 800-1200","0.000","No","7672.50","8593.20","SDL000001129","13.75000","0.000","Confirmed","5004","920.70","PGN1528","Inbound3",""
"SDL000001138","","","Scootsy SDL Delhivery","SDL1457","SDL000001111","28/03/2022 05:31 PM","28/03/2022 06:16 PM","28/03/2022 06:16 PM","55335.54","With PO","PSFT/21-22/3669","1N60000298 - PRABHU & SONS FOODS TRADERS LLP-GURGAON","6849","TOO YUMM KARARE NOODLE MASALA 75GM","SDL000005851","","","20","17/09/2022 12:00 AM","PR-DAMAGE","14.28700","20.00000","7.000","392.000","","","","","","6849","Default","0.000","No","96.25","107.81","SDL000001129","13.75000","0.000","Confirmed","5004","11.56","PGN1528","Inbound3",""
"SDL000001138","","","Scootsy SDL Delhivery","SDL1457","SDL000001111","28/03/2022 05:31 PM","28/03/2022 06:16 PM","28/03/2022 06:16 PM","55335.54","With PO","PSFT/21-22/3669","1N60000298 - PRABHU & SONS FOODS TRADERS LLP-GURGAON","867","TOO YUMM! SOUR CREAM & ONION VEGGIE STIX 50G POUCH","SDL000005837","","","20","10/09/2022 12:00 AM","PR-SHORT","14.28700","20.00000","4.000","2128.000","","","","","","867","Top 100-400","0.000","No","55.00","61.60","SDL000001129","13.75000","0.000","Confirmed","5004","6.60","PGN1528","Inbound3",""
"SDL000001138","","","Scootsy SDL Delhivery","SDL1457","SDL000001111","28/03/2022 05:31 PM","28/03/2022 06:16 PM","28/03/2022 06:16 PM","55335.54","With PO","PSFT/21-22/3669","1N60000298 - PRABHU & SONS FOODS TRADERS LLP-GURGAON","6849","TOO YUMM KARARE NOODLE MASALA 75GM","SDL000005851","","","20","17/09/2022 12:00 AM","STAGING","14.28700","20.00000","108.000","392.000","","","","","","6849","Default","0.000","No","1485.00","1663.20","SDL000001129","13.75000","0.000","Confirmed","5004","178.20","PGN1528","Inbound3",""
"SDL000001138","","","Scootsy SDL Delhivery","SDL1457","SDL000001111","28/03/2022 05:31 PM","28/03/2022 06:16 PM","28/03/2022 06:16 PM","55335.54","With PO","PSFT/21-22/3669","1N60000298 - PRABHU & SONS FOODS TRADERS LLP-GURGAON","8585","TOO YUMM! VEGGIE STIX - CHILLI CHATAKA 75GM","SDL000004302","","","35","12/08/2022 12:00 AM","STAGING","24.10700","35.00000","36.000","108.000","","","","","","8585","Default","0.000","No","866.16","970.10","SDL000001129","24.06000","0.000","Confirmed","5004","103.94","PGN1528","Inbound3",""
"SDL000001138","","","Scootsy SDL Delhivery","SDL1457","SDL000001111","28/03/2022 05:31 PM","28/03/2022 06:16 PM","28/03/2022 06:16 PM","55335.54","With PO","PSFT/21-22/3669","1N60000298 - PRABHU & SONS FOODS TRADERS LLP-GURGAON","867","TOO YUMM! SOUR CREAM & ONION VEGGIE STIX 50G POUCH","SDL000005837","","","20","10/09/2022 12:00 AM","STAGING","14.28700","20.00000","2124.000","2128.000","","","","","","867","Top 100-400","0.000","No","29205.00","32709.60","SDL000001129","13.75000","0.000","Confirmed","5004","3504.60","PGN1528","Inbound3",""
"SDL000001138","","","Scootsy SDL Delhivery","SDL1457","SDL000001111","28/03/2022 05:31 PM","28/03/2022 06:16 PM","28/03/2022 06:16 PM","55335.54","With PO","PSFT/21-22/3669","1N60000298 - PRABHU & SONS FOODS TRADERS LLP-GURGAON","6849","TOO YUMM KARARE NOODLE MASALA 75GM","SDL000005850","","","20","29/08/2022 12:00 AM","STAGING","14.28700","20.00000","277.000","392.000","","","","","","6849","Default","0.000","No","3808.75","4265.81","SDL000001129","13.75000","0.000","Confirmed","5004","457.06","PGN1528","Inbound3",""
"SDL000001138","","","Scootsy SDL Delhivery","SDL1457","SDL000001111","28/03/2022 05:31 PM","28/03/2022 06:16 PM","28/03/2022 06:16 PM","55335.54","With PO","PSFT/21-22/3669","1N60000298 - PRABHU & SONS FOODS TRADERS LLP-GURGAON","8585","TOO YUMM! VEGGIE STIX - CHILLI CHATAKA 75GM","SDL000005856","","","35","03/09/2022 12:00 AM","STAGING","24.10700","35.00000","71.000","108.000","","","","","","8585","Default","0.000","No","1708.26","1913.26","SDL000001129","24.06000","0.000","Confirmed","5004","205.00","PGN1528","Inbound3",""
"SDL000001138","","","Scootsy SDL Delhivery","SDL1457","SDL000001111","28/03/2022 05:31 PM","28/03/2022 06:16 PM","28/03/2022 06:16 PM","55335.54","With PO","PSFT/21-22/3669","1N60000298 - PRABHU & SONS FOODS TRADERS LLP-GURGAON","8586","TOO YUMM! VEGGIE STIX - CHILLY CHATAKA 25GM","SDL000004311","","","10","03/09/2022 12:00 AM","STAGING","7.14400","10.00000","324.000","324.000","","","","","","8586","Default","0.000","No","2229.12","2496.62","SDL000001129","6.88000","0.000","Confirmed","5004","267.50","PGN1528","Inbound3",""
"SDL000001138","","","Scootsy SDL Delhivery","SDL1457","SDL000001111","28/03/2022 05:31 PM","28/03/2022 06:16 PM","28/03/2022 06:16 PM","55335.54","With PO","PSFT/21-22/3669","1N60000298 - PRABHU & SONS FOODS TRADERS LLP-GURGAON","5462","TOO YUMM VS CHILLI CHATAKA 50GM","SDL000002760","","","20","12/08/2022 12:00 AM","PR-DAMAGE","14.28700","20.00000","2.000","560.000","","","","","","5462","Top 800-1200","0.000","No","27.50","30.80","SDL000001129","13.75000","0.000","Confirmed","5004","3.30","PGN1528","Inbound3",""
"SDL000001138","","","Scootsy SDL Delhivery","SDL1457","SDL000001111","28/03/2022 05:31 PM","28/03/2022 06:16 PM","28/03/2022 06:16 PM","55335.54","With PO","PSFT/21-22/3669","1N60000298 - PRABHU & SONS FOODS TRADERS LLP-GURGAON","8583","TOO YUMM! KARARE - NOODLE MASALA 40 GM","SDL000005854","","","10","16/09/2022 12:00 AM","STAGING","7.14400","10.00000","324.000","324.000","","","","","","8583","Default","0.000","No","2229.12","2496.62","SDL000001129","6.88000","0.000","Confirmed","5004","267.50","PGN1528","Inbound3",""
"SDL000001137","","","Scootsy SDL Delhivery","SDL1474","SDL000001109","28/03/2022 05:30 PM","28/03/2022 05:45 PM","28/03/2022 05:45 PM","36220.78","With PO","1001102675","1N60000780 - Orion Nutritionals Private Limited","5840","ORION CHOCO PIE CHOCOLATE COATED SOFT BISCUIT 12 PC","SDL000005836","","","150","11/03/2023 12:00 AM","STAGING","97.88100","150.00000","104.000","104.000","","","","","","5840","Default","0.000","No","10179.62","12011.95","SDL000001134","97.88100","0.000","Confirmed","5005","1832.33","PGN1545","Inbound3",""
"SDL000001137","","","Scootsy SDL Delhivery","SDL1474","SDL000001109","28/03/2022 05:30 PM","28/03/2022 05:45 PM","28/03/2022 05:45 PM","36220.78","With PO","1001102675","1N60000780 - Orion Nutritionals Private Limited","5841","ORION CHOCO PIE CHOCOLATE COATED SOFT BISCUIT 6 PC","SDL000005845","","","80","10/02/2023 12:00 AM","STAGING","52.20300","80.00000","48.000","48.000","","","","","","5841","Default","0.000","No","2505.74","2956.77","SDL000001134","52.20300","0.000","Confirmed","5005","451.03","PGN1545","Inbound3",""
"SDL000001137","","","Scootsy SDL Delhivery","SDL1474","SDL000001109","28/03/2022 05:30 PM","28/03/2022 05:45 PM","28/03/2022 05:45 PM","36220.78","With PO","1001102675","1N60000780 - Orion Nutritionals Private Limited","13390","ORION ULTIMATE CHOCO CHIP COOKIE 100 GM","SDL000005844","","","60","15/11/2022 12:00 AM","STAGING","39.15300","60.00000","64.000","64.000","","","","","","13390","Default","0.000","No","2505.79","2956.83","SDL000001134","39.15300","0.000","Confirmed","5005","451.04","PGN1545","Inbound3",""
"SDL000001137","","","Scootsy SDL Delhivery","SDL1474","SDL000001109","28/03/2022 05:30 PM","28/03/2022 05:45 PM","28/03/2022 05:45 PM","36220.78","With PO","1001102675","1N60000780 - Orion Nutritionals Private Limited","13391","ORION STRAWBERRY CHOCO PIE 168 GM","SDL000005843","","","90","14/12/2022 12:00 AM","STAGING","58.73000","90.00000","80.000","80.000","","","","","","13391","Default","0.000","No","4698.40","5544.11","SDL000001134","58.73000","0.000","Confirmed","5005","845.71","PGN1545","Inbound3",""
"SDL000001137","","","Scootsy SDL Delhivery","SDL1474","SDL000001109","28/03/2022 05:30 PM","28/03/2022 05:45 PM","28/03/2022 05:45 PM","36220.78","With PO","1001102675","1N60000780 - Orion Nutritionals Private Limited","13392","ORION STRAWBERRY CHOCO PIE 336GM","SDL000005846","","","180","10/01/2023 12:00 AM","STAGING","117.45800","180.00000","48.000","48.000","","","","","","13392","Default","0.000","No","5637.98","6652.82","SDL000001134","117.45800","0.000","Confirmed","5005","1014.84","PGN1545","Inbound3",""
"SDL000001137","","","Scootsy SDL Delhivery","SDL1474","SDL000001109","28/03/2022 05:30 PM","28/03/2022 05:45 PM","28/03/2022 05:45 PM","36220.78","With PO","1001102675","1N60000780 - Orion Nutritionals Private Limited","10775","ORION CUSTAS CUP CAKE 138 GM","SDL000005840","","","99","19/11/2022 12:00 AM","STAGING","64.60300","99.00000","80.000","80.000","","","","","","10775","Default","0.000","No","5168.24","6098.52","SDL000001134","64.60300","0.000","Confirmed","5005","930.28","PGN1545","Inbound3",""
"SDL000001136","","","Scootsy SDL Delhivery","SDL1402","SDL000001108","28/03/2022 05:16 PM","28/03/2022 05:17 PM","28/03/2022 05:17 PM","3600.08","With PO","SIPL/21-22/1225","1N60003963 - SWEEBON INDIA PRIVATE LIMITED","15150","THE BREAD COMPANY SUJI RUSK 300G","SDL000005829","","","40","14/09/2022 12:00 AM","STAGING","28.57100","40.00000","48.000","48.000","","","","","","15150","Default","0.000","No","1371.41","1439.98","SDL000001133","28.57100","0.000","Confirmed","5003","68.57","PGN1473","Inbound3",""
