"Inbound No","STO No","ASN No","Inbound Location","PO No","GRN No","Created Date","GRN Date","Material Received Date","GRN Value","Inbound Type","Invoice No","Vendor Code","SKU Code","SKU Name","Lot Code","Transporter Name","Tracking No","Lot MRP","Lot Expiry","Bin Location","Unit Price","MRP","Recieved Qty","Expected Qty","Lottable 03","Lottable 04","Lottable 05","Lottable 06","Lottable 07","Vendor SKU Code","Brand","Damage Qty","Putaway Done","GRN Value Without Tax","GRN Value With Tax","IgpCode ","INBD_COST","Open Qty","Status","TaxGrpCode","LineTaxamount","External PO Code","Userid","Cust Ret No"
"SDL000001154","","","Scootsy SDL Delhivery","SDL1529","SDL000001127","28/03/2022 11:42 PM","28/03/2022 11:45 PM","28/03/2022 11:45 PM","51076.00","With PO","NIV3594182100705","1N60000469 - DHINGRA BROTHERS","8345","NIVEA DEODORANT ROLLON WHITENING SMOOTH SKIN 50ML","SDL000005966","","","199","01/10/2024 12:00 AM","STAGING","107.45800","199.00000","48.000","48.000","","","","","","8345","Default","0.000","No","5760.00","6796.80","SDL000001151","120.00000","0.000","Confirmed","5005","1036.80","PGN1647","Inbound1",""
"SDL000001154","","","Scootsy SDL Delhivery","SDL1529","SDL000001127","28/03/2022 11:42 PM","28/03/2022 11:45 PM","28/03/2022 11:45 PM","51076.00","With PO","NIV3594182100705","1N60000469 - DHINGRA BROTHERS","8856","NIVEA ALOE HYDRATION BODY LOTION - FOR NORMAL SKIN 200 ML","SDL000005965","","","275","01/06/2024 12:00 AM","STAGING","161.18600","275.00000","48.000","48.000","","","","","","8856","Default","0.000","No","8640.00","10195.20","SDL000001151","180.00000","0.000","Confirmed","5005","1555.20","PGN1647","Inbound1",""
"SDL000001154","","","Scootsy SDL Delhivery","SDL1529","SDL000001127","28/03/2022 11:42 PM","28/03/2022 11:45 PM","28/03/2022 11:45 PM","51076.00","With PO","NIV3594182100705","1N60000469 - DHINGRA BROTHERS","9776","NIVEA MEN ACTIVE CARE LIP BALM SPF FOR 24H MOISTURE 4.8 GM","SDL000005964","","","140","01/09/2024 12:00 AM","STAGING","94.02500","140.00000","48.000","48.000","","","","","","9776","Default","0.000","No","4884.00","5763.12","SDL000001151","101.75000","0.000","Confirmed","5005","879.12","PGN1647","Inbound1",""
"SDL000001154","","","Scootsy SDL Delhivery","SDL1529","SDL000001127","28/03/2022 11:42 PM","28/03/2022 11:45 PM","28/03/2022 11:45 PM","51076.00","With PO","NIV3594182100705","1N60000469 - DHINGRA BROTHERS","2285","NIVEA MEN COOL KICK SHOWER GEL 250ML BOTTLE","SDL000005968","","","199","01/06/2024 12:00 AM","STAGING","133.65200","199.00000","48.000","48.000","","","","","","2285","Default","0.000","No","7200.00","8496.00","SDL000001151","150.00000","0.000","Confirmed","5005","1296.00","PGN1647","Inbound1",""
"SDL000001154","","","Scootsy SDL Delhivery","SDL1529","SDL000001127","28/03/2022 11:42 PM","28/03/2022 11:45 PM","28/03/2022 11:45 PM","51076.00","With PO","NIV3594182100705","1N60000469 - DHINGRA BROTHERS","5287","NIVEA SHOWER GEL LEMON & OIL BODY WASH 250ML","SDL000005963","","","225","01/01/2024 12:00 AM","STAGING","133.65200","225.00000","48.000","48.000","","","","","","5287","Default","0.000","No","7200.00","8496.00","SDL000001151","150.00000","0.000","Confirmed","5005","1296.00","PGN1647","Inbound1",""
"SDL000001154","","","Scootsy SDL Delhivery","SDL1529","SDL000001127","28/03/2022 11:42 PM","28/03/2022 11:45 PM","28/03/2022 11:45 PM","51076.00","With PO","NIV3594182100705","1N60000469 - DHINGRA BROTHERS","9777","NIVEA MEN DEEP IMPACT INTENSE CLEAN FACE & BEARD WASH BLACK CARBON CARBON 100 GM","SDL000005967","","","225","01/01/2025 12:00 AM","STAGING","151.11300","225.00000","48.000","48.000","","","","","","9777","Default","0.000","No","9600.00","11328.00","SDL000001151","200.00000","0.000","Confirmed","5005","1728.00","PGN1647","Inbound1",""
"SDL000001153","","","Scootsy SDL Delhivery","SDL1544","SDL000001126","28/03/2022 10:51 PM","28/03/2022 11:37 PM","28/03/2022 11:37 PM","386187.00","With PO","HUL06946","1N60001183 - DHINGRA DISTRIBUTORS","2000","HORLICKS WOMEN`S PLUS CALSEAL FORMULA CHOCOLATE 400G","SDL000003766","","","310","01/01/2023 12:00 AM","STAGING","185.00000","299.00000","100.000","100.000","","","","","","2000","Default","0.000","No","20000.00","23600.00","SDL000001149","200.00000","","Confirmed","5005","3600.00","PGN1670","Inbound1",""
"SDL000001153","","","Scootsy SDL Delhivery","SDL1544","SDL000001126","28/03/2022 10:51 PM","28/03/2022 11:37 PM","28/03/2022 11:37 PM","386187.00","With PO","HUL06946","1N60001183 - DHINGRA DISTRIBUTORS","16407","SENSODYNE SENSITIVITY & GUM TOOTHBRUSH WITH SOFT BRISTLES & DUOFLEX NECK FOR BETTER CLEANING 1PC","SDL000005960","","","100","01/11/2023 12:00 AM","STAGING","62.71300","100.00000","104.000","104.000","","","","","","16407","Default","0.000","No","8814.00","10400.52","SDL000001149","84.75000","0.000","Confirmed","5005","1586.52","PGN1670","Inbound1",""
"SDL000001153","","","Scootsy SDL Delhivery","SDL1544","SDL000001126","28/03/2022 10:51 PM","28/03/2022 11:37 PM","28/03/2022 11:37 PM","386187.00","With PO","HUL06946","1N60001183 - DHINGRA DISTRIBUTORS","9577","HORLICKS HEALTH & NUTRITION DRINK CHOCOLATE GUSSETED POUCH 750 G","SDL000003741","","","310","01/02/2023 12:00 AM","STAGING","236.96900","310.00000","130.000","130.000","","","","","","9577","Default","0.000","No","30805.97","36351.05","SDL000001149","236.96900","","Confirmed","5005","5545.08","PGN1670","Inbound1",""
"SDL000001153","","","Scootsy SDL Delhivery","SDL1544","SDL000001126","28/03/2022 10:51 PM","28/03/2022 11:37 PM","28/03/2022 11:37 PM","386187.00","With PO","HUL06946","1N60001183 - DHINGRA DISTRIBUTORS","2037","SENSODYNE RAPID RELIEF SENSITIVE TOOTHPASTE 80GM","SDL000003769","","","170","01/12/2023 12:00 AM","PR-DAMAGE","117.91300","170.00000","110.000","110.000","","","","","","2037","Top 800-1200","0.000","No","13780.80","16261.34","SDL000001149","125.28000","0.000","Confirmed","5005","2480.54","PGN1670","Inbound1",""
"SDL000001153","","","Scootsy SDL Delhivery","SDL1544","SDL000001126","28/03/2022 10:51 PM","28/03/2022 11:37 PM","28/03/2022 11:37 PM","386187.00","With PO","HUL06946","1N60001183 - DHINGRA DISTRIBUTORS","336","HORLICKS CLASSIC MALT FLAVOUR  POWDER 750G POUCH","SDL000003760","","","340","01/01/2023 12:00 AM","STAGING","206.94900","340.00000","104.000","104.400","","","","","","336","Default","0.000","No","31200.00","36816.00","SDL000001149","300.00000","0.400","Confirmed","5005","5616.00","PGN1670","Inbound1",""
"SDL000001153","","","Scootsy SDL Delhivery","SDL1544","SDL000001126","28/03/2022 10:51 PM","28/03/2022 11:37 PM","28/03/2022 11:37 PM","386187.00","With PO","HUL06946","1N60001183 - DHINGRA DISTRIBUTORS","1355","ENO LEMON DIGESTIVE ANATACID 100 GM","SDL000003785","","","150","01/12/2023 12:00 AM","STAGING","89.28200","130.00000","284.000","284.000","","","","","","1355","Top 400-800","0.000","No","25356.09","28398.83","SDL000001149","89.28200","","Confirmed","5004","3042.74","PGN1670","Inbound1",""
"SDL000001153","","","Scootsy SDL Delhivery","SDL1544","SDL000001126","28/03/2022 10:51 PM","28/03/2022 11:37 PM","28/03/2022 11:37 PM","386187.00","With PO","HUL06946","1N60001183 - DHINGRA DISTRIBUTORS","6516","SENSODYNE FRESH MINT SENSITIVE TOOTHPASTE 150G","SDL000005959","","","210","01/12/2023 12:00 AM","STAGING","140.02000","210.00000","72.000","126.000","","","","","","6516","Default","0.000","No","14173.20","16724.38","SDL000001149","196.85000","0.000","Confirmed","5005","2551.18","PGN1670","Inbound1",""
"SDL000001153","","","Scootsy SDL Delhivery","SDL1544","SDL000001126","28/03/2022 10:51 PM","28/03/2022 11:37 PM","28/03/2022 11:37 PM","386187.00","With PO","HUL06946","1N60001183 - DHINGRA DISTRIBUTORS","338","BOOST ENERGY & NUTRITION DRINK 750 G","SDL000003083","","","351","01/01/2023 12:00 AM","STAGING","275.41600","351.00000","104.000","104.000","","","","","","338","Top 800-1200","0.000","No","28643.26","33799.04","SDL000001149","275.41600","","Confirmed","5005","5155.78","PGN1670","Inbound1",""
"SDL000001153","","","Scootsy SDL Delhivery","SDL1544","SDL000001126","28/03/2022 10:51 PM","28/03/2022 11:37 PM","28/03/2022 11:37 PM","386187.00","With PO","HUL06946","1N60001183 - DHINGRA DISTRIBUTORS","181","ENO REGULAR DIGESTIVE ANATACID 100 GM","SDL000005962","","","150","01/01/2024 12:00 AM","PR-DAMAGE","153.26900","130.00000","100.000","100.000","","","","","","181","Default","0.000","No","11161.00","12500.32","SDL000001149","111.61000","0.000","Confirmed","5004","1339.32","PGN1670","Inbound1",""
"SDL000001153","","","Scootsy SDL Delhivery","SDL1544","SDL000001126","28/03/2022 10:51 PM","28/03/2022 11:37 PM","28/03/2022 11:37 PM","386187.00","With PO","HUL06946","1N60001183 - DHINGRA DISTRIBUTORS","16410","PARODONTAX DAILY FLUORIDE TOOTHPASTE FOR DAILY PROTECTION AGAINST GUM PROBLEMS  75GM","SDL000005958","","","115","01/05/2023 12:00 AM","STAGING","72.11900","115.00000","6.000","78.000","","","","","","16410","Default","0.000","No","508.50","600.04","SDL000001149","84.75000","0.000","Confirmed","5005","91.54","PGN1670","Inbound1",""
"SDL000001153","","","Scootsy SDL Delhivery","SDL1544","SDL000001126","28/03/2022 10:51 PM","28/03/2022 11:37 PM","28/03/2022 11:37 PM","386187.00","With PO","HUL06946","1N60001183 - DHINGRA DISTRIBUTORS","6516","SENSODYNE FRESH MINT SENSITIVE TOOTHPASTE 150G","SDL000003759","","","210","01/01/2024 12:00 AM","STAGING","140.02000","210.00000","54.000","126.000","","","","","","6516","Default","0.000","No","10629.90","12543.28","SDL000001149","196.85000","0.000","Confirmed","5005","1913.38","PGN1670","Inbound1",""
"SDL000001153","","","Scootsy SDL Delhivery","SDL1544","SDL000001126","28/03/2022 10:51 PM","28/03/2022 11:37 PM","28/03/2022 11:37 PM","386187.00","With PO","HUL06946","1N60001183 - DHINGRA DISTRIBUTORS","7402","BOOST NUTRITION DRINK HEALTH ENERGY & SPORTS 500 G","SDL000005956","","","195","01/02/2023 12:00 AM","STAGING","149.88100","244.00000","104.000","104.000","","","","","","7402","Default","0.000","No","15587.62","18393.40","SDL000001149","149.88100","","Confirmed","5005","2805.78","PGN1670","Inbound1",""
"SDL000001153","","","Scootsy SDL Delhivery","SDL1544","SDL000001126","28/03/2022 10:51 PM","28/03/2022 11:37 PM","28/03/2022 11:37 PM","386187.00","With PO","HUL06946","1N60001183 - DHINGRA DISTRIBUTORS","16411","PARODONTAX ULTRA CLEAN TOOTHPASTE FOR DAILY PROTECTION AGAINST GUM PROBLEMS  75GM","SDL000005961","","","115","01/05/2023 12:00 AM","PR-DAMAGE","72.11900","115.00000","72.000","78.000","","","","","","16411","Default","0.000","No","5192.57","6127.23","SDL000001149","72.11900","6.000","Confirmed","5005","934.66","PGN1670","Inbound1",""
"SDL000001153","","","Scootsy SDL Delhivery","SDL1544","SDL000001126","28/03/2022 10:51 PM","28/03/2022 11:37 PM","28/03/2022 11:37 PM","386187.00","With PO","HUL06946","1N60001183 - DHINGRA DISTRIBUTORS","8488","HORLICKS MOTHERS PLUS VANILLA 200 GMCARTON","SDL000003765","","","210","01/02/2023 12:00 AM","STAGING","190.67900","199.00000","94.000","94.000","","","","","","8488","Default","0.000","No","17923.83","21150.11","SDL000001149","190.67900","0.000","Confirmed","5005","3226.28","PGN1670","Inbound1",""
"SDL000001153","","","Scootsy SDL Delhivery","SDL1544","SDL000001126","28/03/2022 10:51 PM","28/03/2022 11:37 PM","28/03/2022 11:37 PM","386187.00","With PO","HUL06946","1N60001183 - DHINGRA DISTRIBUTORS","16409","SENSODYNE TOOTHPASTE SENSITIVITY & GUM  DENTIST RECOMMENDED BRAND  70GM","SDL000003788","","","185","01/08/2023 12:00 AM","STAGING","116.01800","185.00000","94.000","94.000","","","","","","16409","Default","0.000","No","10905.69","12868.71","SDL000001149","116.01800","","Confirmed","5005","1963.02","PGN1670","Inbound1",""
"SDL000001153","","","Scootsy SDL Delhivery","SDL1544","SDL000001126","28/03/2022 10:51 PM","28/03/2022 11:37 PM","28/03/2022 11:37 PM","386187.00","With PO","HUL06946","1N60001183 - DHINGRA DISTRIBUTORS","16410","PARODONTAX DAILY FLUORIDE TOOTHPASTE FOR DAILY PROTECTION AGAINST GUM PROBLEMS  75GM","SDL000005958","","","115","01/05/2023 12:00 AM","PR-DAMAGE","72.11900","115.00000","72.000","78.000","","","","","","16410","Default","0.000","No","6102.00","7200.36","SDL000001149","84.75000","0.000","Confirmed","5005","1098.36","PGN1670","Inbound1",""
"SDL000001153","","","Scootsy SDL Delhivery","SDL1544","SDL000001126","28/03/2022 10:51 PM","28/03/2022 11:37 PM","28/03/2022 11:37 PM","386187.00","With PO","HUL06946","1N60001183 - DHINGRA DISTRIBUTORS","10300","HORLICKS CLASSIC MALT POUCH 1 KG","SDL000005957","","","390","01/02/2023 12:00 AM","STAGING","294.24700","390.00000","104.000","104.000","","","","","","10300","Default","0.000","No","30601.69","36109.99","SDL000001149","294.24700","","Confirmed","5005","5508.30","PGN1670","Inbound1",""
"SDL000001153","","","Scootsy SDL Delhivery","SDL1544","SDL000001126","28/03/2022 10:51 PM","28/03/2022 11:37 PM","28/03/2022 11:37 PM","386187.00","With PO","HUL06946","1N60001183 - DHINGRA DISTRIBUTORS","186","SENSODYNE REPAIR&PROTECT SENSITIVE TOOTHPASTE 70G","SDL000004680","","","185","01/01/2024 12:00 AM","STAGING","128.96600","185.00000","186.000","186.000","","","","","","186","Top 800-1200","0.000","No","23987.68","28305.46","SDL000001149","128.96600","0.000","Confirmed","5005","4317.78","PGN1670","Inbound1",""
"SDL000001153","","","Scootsy SDL Delhivery","SDL1544","SDL000001126","28/03/2022 10:51 PM","28/03/2022 11:37 PM","28/03/2022 11:37 PM","386187.00","With PO","HUL06946","1N60001183 - DHINGRA DISTRIBUTORS","434","HORLICKS CLASSIC MALT BOX 500 G","SDL000002415","","","240","01/01/2023 12:00 AM","STAGING","189.88800","240.00000","108.000","108.000","","","","","","434","Top 400-800","0.000","No","23760.00","28036.80","SDL000001149","220.00000","0.000","Confirmed","5005","4276.80","PGN1670","Inbound1",""
"SDL000001152","","","Scootsy SDL Delhivery","SDL1257","SDL000001125","28/03/2022 10:43 PM","28/03/2022 10:45 PM","28/03/2022 10:45 PM","236123.00","With PO","FOX0833","1N60000469 - DHINGRA BROTHERS","14377","ENFAMIL A+ STAGE 2 FOLLOW UP FORMULA 6 TO 12 MONTHS 400 GM","SDL000005953","","","799","04/11/2023 12:00 AM","STAGING","518.67900","715.00000","114.000","114.000","","","","","","14377","Default","0.000","No","66701.40","78707.66","","585.10000","0.000","Confirmed","5005","12006.26","PGN1327","Inbound1",""
"SDL000001152","","","Scootsy SDL Delhivery","SDL1257","SDL000001125","28/03/2022 10:43 PM","28/03/2022 10:45 PM","28/03/2022 10:45 PM","236123.00","With PO","FOX0833","1N60000469 - DHINGRA BROTHERS","14378","ENFAMIL A+ STAGE 3 FOLLOWUP FORMULA 12 TO 24 MONTHS 400 GM","SDL000005955","","","799","05/11/2023 12:00 AM","STAGING","518.67900","715.00000","114.000","114.000","","","","","","14378","Default","0.000","No","66701.40","78707.66","","585.10000","0.000","Confirmed","5005","12006.26","PGN1327","Inbound1",""
"SDL000001152","","","Scootsy SDL Delhivery","SDL1257","SDL000001125","28/03/2022 10:43 PM","28/03/2022 10:45 PM","28/03/2022 10:45 PM","236123.00","With PO","FOX0833","1N60000469 - DHINGRA BROTHERS","14376","ENFAMIL A+ STAGE 1 INFANT FORMULA 0 TO 6 MONTHS 400 GM","SDL000005954","","","799","15/12/2023 12:00 AM","STAGING","518.67900","715.00000","114.000","114.000","","","","","","14376","Default","0.000","No","66701.40","78707.66","","585.10000","0.000","Confirmed","5005","12006.26","PGN1327","Inbound1",""
"SDL000001151","","","Scootsy SDL Delhivery","SDL1413","SDL000001124","28/03/2022 09:19 PM","28/03/2022 10:27 PM","28/03/2022 10:27 PM","530465.00","With PO","TDC-2122I03897","1N60003168 - M/S AURO FRUIT & NUT PRIVATE LIMITED","11713","NUTRAJ SPECIAL CASHEW 250 GM W320","SDL000005927","","","529","11/11/2022 12:00 AM","STAGING","180.90800","529.00000","0.000","1566.000","","","","","","11713","Default","0.000","No","0.00","0.00","SDL000001148","188.03000","606.000","Cancelled","5003","0.00","PGN1484","Inbound3",""
"SDL000001151","","","Scootsy SDL Delhivery","SDL1413","SDL000001124","28/03/2022 09:19 PM","28/03/2022 10:27 PM","28/03/2022 10:27 PM","530465.00","With PO","TDC-2122I03897","1N60003168 - M/S AURO FRUIT & NUT PRIVATE LIMITED","11715","NUTRAJ RR WALNUT KERNELS 250 GM","SDL000005944","","","449","13/10/2022 12:00 AM","PR-DAMAGE","205.50000","449.00000","144.000","144.000","","","","","","11715","Default","0.000","No","31034.88","32586.62","SDL000001148","215.52000","0.000","Confirmed","5003","1551.74","PGN1484","Inbound3",""
"SDL000001151","","","Scootsy SDL Delhivery","SDL1413","SDL000001124","28/03/2022 09:19 PM","28/03/2022 10:27 PM","28/03/2022 10:27 PM","530465.00","With PO","TDC-2122I03897","1N60003168 - M/S AURO FRUIT & NUT PRIVATE LIMITED","11713","NUTRAJ SPECIAL CASHEW 250 GM W320","SDL000005927","","","529","11/11/2022 12:00 AM","PR-DAMAGE","180.90800","529.00000","1.000","1566.000","","","","","","11713","Default","0.000","No","188.03","197.43","SDL000001148","188.03000","606.000","Confirmed","5003","9.40","PGN1484","Inbound3",""
"SDL000001151","","","Scootsy SDL Delhivery","SDL1413","SDL000001124","28/03/2022 09:19 PM","28/03/2022 10:27 PM","28/03/2022 10:27 PM","530465.00","With PO","TDC-2122I03897","1N60003168 - M/S AURO FRUIT & NUT PRIVATE LIMITED","11723","NUTRAJ FARD ARABIAN DATES 500 GM POUCH","SDL000005949","","","299","01/09/2022 12:00 AM","STAGING","118.18300","299.00000","56.000","56.000","","","","","","11723","Default","0.000","No","7198.80","8062.66","SDL000001148","128.55000","0.000","Confirmed","5004","863.86","PGN1484","Inbound3",""
"SDL000001151","","","Scootsy SDL Delhivery","SDL1413","SDL000001124","28/03/2022 09:19 PM","28/03/2022 10:27 PM","28/03/2022 10:27 PM","530465.00","With PO","TDC-2122I03897","1N60003168 - M/S AURO FRUIT & NUT PRIVATE LIMITED","11714","NUTRAJ CALIFORNIA WALNUT INSHELL 1KG","SDL000005934","","","999","15/09/2022 12:00 AM","STAGING","486.76300","999.00000","100.000","100.000","","","","","","11714","Default","0.000","No","51011.00","53561.55","SDL000001148","510.11000","0.000","Confirmed","5003","2550.55","PGN1484","Inbound3",""
"SDL000001151","","","Scootsy SDL Delhivery","SDL1413","SDL000001124","28/03/2022 09:19 PM","28/03/2022 10:27 PM","28/03/2022 10:27 PM","530465.00","With PO","TDC-2122I03897","1N60003168 - M/S AURO FRUIT & NUT PRIVATE LIMITED","11713","NUTRAJ SPECIAL CASHEW 250 GM W320","SDL000005927","","","529","11/11/2022 12:00 AM","STAGING","180.90800","529.00000","527.000","1566.000","","","","","","11713","Default","0.000","No","99091.81","104046.40","SDL000001148","188.03000","606.000","Confirmed","5003","4954.59","PGN1484","Inbound3",""
"SDL000001151","","","Scootsy SDL Delhivery","SDL1413","SDL000001124","28/03/2022 09:19 PM","28/03/2022 10:27 PM","28/03/2022 10:27 PM","530465.00","With PO","TDC-2122I03897","1N60003168 - M/S AURO FRUIT & NUT PRIVATE LIMITED","11709","NUTRAJ SPECIAL RAISIN 250 GM POUCH","SDL000005947","","","199","20/11/2022 12:00 AM","STAGING","63.81000","199.00000","32.000","64.000","","","","","","11709","Default","0.000","No","2136.00","2242.80","SDL000001148","66.75000","0.000","Confirmed","5003","106.80","PGN1484","Inbound3",""
"SDL000001151","","","Scootsy SDL Delhivery","SDL1413","SDL000001124","28/03/2022 09:19 PM","28/03/2022 10:27 PM","28/03/2022 10:27 PM","530465.00","With PO","TDC-2122I03897","1N60003168 - M/S AURO FRUIT & NUT PRIVATE LIMITED","11719","NUTRAJ CALIFORNIA R&S PISTACHIOS 250 GM POUCH","SDL000005932","","","499","08/11/2022 12:00 AM","STAGING","182.83600","499.00000","24.000","224.000","","","","","","11719","Default","0.000","No","4908.72","5497.77","SDL000001148","204.53000","0.000","Confirmed","5004","589.05","PGN1484","Inbound3",""
"SDL000001151","","","Scootsy SDL Delhivery","SDL1413","SDL000001124","28/03/2022 09:19 PM","28/03/2022 10:27 PM","28/03/2022 10:27 PM","530465.00","With PO","TDC-2122I03897","1N60003168 - M/S AURO FRUIT & NUT PRIVATE LIMITED","11710","NUTRAJ SPECIAL RAISIN 500 GM POUCH","SDL000005952","","","299","14/11/2022 12:00 AM","STAGING","125.00000","299.00000","48.000","48.000","","","","","","11710","Default","0.000","No","6276.00","6589.80","SDL000001148","130.75000","0.000","Confirmed","5003","313.80","PGN1484","Inbound3",""
"SDL000001151","","","Scootsy SDL Delhivery","SDL1413","SDL000001124","28/03/2022 09:19 PM","28/03/2022 10:27 PM","28/03/2022 10:27 PM","530465.00","With PO","TDC-2122I03897","1N60003168 - M/S AURO FRUIT & NUT PRIVATE LIMITED","11708","NUTRAJ SIGNATURE ROASTED & SALTED CASHEW 200 GM","SDL000005939","","","449","09/11/2022 12:00 AM","STAGING","164.31000","449.00000","18.000","198.000","","","","","","11708","Default","0.000","No","3222.36","3609.04","SDL000001148","179.02000","0.000","Confirmed","5004","386.68","PGN1484","Inbound3",""
"SDL000001151","","","Scootsy SDL Delhivery","SDL1413","SDL000001124","28/03/2022 09:19 PM","28/03/2022 10:27 PM","28/03/2022 10:27 PM","530465.00","With PO","TDC-2122I03897","1N60003168 - M/S AURO FRUIT & NUT PRIVATE LIMITED","11713","NUTRAJ SPECIAL CASHEW 250 GM W320","SDL000005929","","","529","04/11/2022 12:00 AM","STAGING","180.90800","529.00000","192.000","1566.000","","","","","","11713","Default","0.000","No","36101.76","37906.85","SDL000001148","188.03000","606.000","Confirmed","5003","1805.09","PGN1484","Inbound3",""
"SDL000001151","","","Scootsy SDL Delhivery","SDL1413","SDL000001124","28/03/2022 09:19 PM","28/03/2022 10:27 PM","28/03/2022 10:27 PM","530465.00","With PO","TDC-2122I03897","1N60003168 - M/S AURO FRUIT & NUT PRIVATE LIMITED","11709","NUTRAJ SPECIAL RAISIN 250 GM POUCH","SDL000005946","","","199","07/11/2022 12:00 AM","STAGING","63.81000","199.00000","32.000","64.000","","","","","","11709","Default","0.000","No","2136.00","2242.80","SDL000001148","66.75000","0.000","Confirmed","5003","106.80","PGN1484","Inbound3",""
"SDL000001151","","","Scootsy SDL Delhivery","SDL1413","SDL000001124","28/03/2022 09:19 PM","28/03/2022 10:27 PM","28/03/2022 10:27 PM","530465.00","With PO","TDC-2122I03897","1N60003168 - M/S AURO FRUIT & NUT PRIVATE LIMITED","11719","NUTRAJ CALIFORNIA R&S PISTACHIOS 250 GM POUCH","SDL000005931","","","499","13/11/2022 12:00 AM","STAGING","182.83600","499.00000","200.000","224.000","","","","","","11719","Default","0.000","No","40906.00","45814.72","SDL000001148","204.53000","0.000","Confirmed","5004","4908.72","PGN1484","Inbound3",""
"SDL000001151","","","Scootsy SDL Delhivery","SDL1413","SDL000001124","28/03/2022 09:19 PM","28/03/2022 10:27 PM","28/03/2022 10:27 PM","530465.00","With PO","TDC-2122I03897","1N60003168 - M/S AURO FRUIT & NUT PRIVATE LIMITED","11720","NUTRAJ GOLD ARABIAN DATES 500 GM POUCH","SDL000005951","","","199","10/11/2022 12:00 AM","STAGING","72.78100","199.00000","28.000","56.000","","","","","","11720","Default","0.000","No","2213.40","2479.01","SDL000001148","79.05000","0.000","Confirmed","5004","265.61","PGN1484","Inbound3",""
"SDL000001151","","","Scootsy SDL Delhivery","SDL1413","SDL000001124","28/03/2022 09:19 PM","28/03/2022 10:27 PM","28/03/2022 10:27 PM","530465.00","With PO","TDC-2122I03897","1N60003168 - M/S AURO FRUIT & NUT PRIVATE LIMITED","11708","NUTRAJ SIGNATURE ROASTED & SALTED CASHEW 200 GM","SDL000005940","","","449","20/11/2022 12:00 AM","STAGING","164.31000","449.00000","180.000","198.000","","","","","","11708","Default","0.000","No","32223.60","36090.43","SDL000001148","179.02000","0.000","Confirmed","5004","3866.83","PGN1484","Inbound3",""
"SDL000001151","","","Scootsy SDL Delhivery","SDL1413","SDL000001124","28/03/2022 09:19 PM","28/03/2022 10:27 PM","28/03/2022 10:27 PM","530465.00","With PO","TDC-2122I03897","1N60003168 - M/S AURO FRUIT & NUT PRIVATE LIMITED","11713","NUTRAJ SPECIAL CASHEW 250 GM W320","SDL000005928","","","529","21/11/2022 12:00 AM","STAGING","180.90800","529.00000","240.000","1566.000","","","","","","11713","Default","0.000","No","45127.20","47383.56","SDL000001148","188.03000","606.000","Confirmed","5003","2256.36","PGN1484","Inbound3",""
"SDL000001151","","","Scootsy SDL Delhivery","SDL1413","SDL000001124","28/03/2022 09:19 PM","28/03/2022 10:27 PM","28/03/2022 10:27 PM","530465.00","With PO","TDC-2122I03897","1N60003168 - M/S AURO FRUIT & NUT PRIVATE LIMITED","11722","NUTRAJ CALIFORNIA ALMONDS 1KG","SDL000005945","","","1699","08/11/2022 12:00 AM","STAGING","530.98200","1699.00000","142.000","142.000","","","","","","11722","Default","0.000","No","81337.60","91098.11","SDL000001148","572.80000","0.000","Confirmed","5004","9760.51","PGN1484","Inbound3",""
"SDL000001151","","","Scootsy SDL Delhivery","SDL1413","SDL000001124","28/03/2022 09:19 PM","28/03/2022 10:27 PM","28/03/2022 10:27 PM","530465.00","With PO","TDC-2122I03897","1N60003168 - M/S AURO FRUIT & NUT PRIVATE LIMITED","11717","NUTRAJ GOLD ALMOND KERNELS 500 GM POUCH","SDL000005930","","","899","10/11/2022 12:00 AM","STAGING","267.94600","899.00000","150.000","150.000","","","","","","11717","Default","0.000","No","43372.50","48577.20","SDL000001148","289.15000","0.000","Confirmed","5004","5204.70","PGN1484","Inbound3",""
"SDL000001151","","","Scootsy SDL Delhivery","SDL1413","SDL000001124","28/03/2022 09:19 PM","28/03/2022 10:27 PM","28/03/2022 10:27 PM","530465.00","With PO","TDC-2122I03897","1N60003168 - M/S AURO FRUIT & NUT PRIVATE LIMITED","11720","NUTRAJ GOLD ARABIAN DATES 500 GM POUCH","SDL000005950","","","199","22/11/2022 12:00 AM","STAGING","72.78100","199.00000","28.000","56.000","","","","","","11720","Default","0.000","No","2213.40","2479.01","SDL000001148","79.05000","0.000","Confirmed","5004","265.61","PGN1484","Inbound3",""
"SDL000001151","","","Scootsy SDL Delhivery","SDL1413","SDL000001124","28/03/2022 09:19 PM","28/03/2022 10:27 PM","28/03/2022 10:27 PM","530465.00","With PO","TDC-2122I03897","1N60003168 - M/S AURO FRUIT & NUT PRIVATE LIMITED","11708","NUTRAJ SIGNATURE ROASTED & SALTED CASHEW 200 GM","SDL000005939","","","449","09/11/2022 12:00 AM","STAGING","164.31000","449.00000","0.000","198.000","","","","","","11708","Default","0.000","No","0.00","0.00","SDL000001148","179.02000","0.000","Cancelled","5004","0.00","PGN1484","Inbound3",""
